Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,DateTime,dayOfWeek,busyness_(%),Rain_(mm)
chinese,male,thin,23.0,no,no_kids,small,purple,formal,orange,long sleeve,green,short,clothes,5,8,yes,30.0,0.0,7.0,3.180782913,101.5608819,3.0,2015-12-29 10:32:08,Tuesday,15,1.54
malay,male,moderate,56.0,no,no_kids,big,green,traditional,brown,short_sleeve,purple,short,clothes,3,9,no,24.0,2.0,21.0,2.99645361,101.4743799,1.0,2015-12-29 10:47:43,Tuesday,15,1.54
chinese,male,moderate,43.0,no,no_kids,small,brown,formal,pink,long sleeve,red,long,clothes,5,9,yes,25.0,2.0,9.0,3.078300258,101.5951167,1.0,2015-12-29 11:31:07,Tuesday,15,1.54
indian,female,thin,39.0,yes,baby,small,purple,casual,orange,long sleeve,blue_jeans,long,clothes,3,8,yes,26.0,1.0,19.0,3.14564502,101.635492,2.0,2015-12-29 11:56:40,Tuesday,15,1.54
chinese,female,moderate,43.0,yes,young,small,brown,casual,blue,short_sleeve,black,long,blankets,5,8,no,54.0,3.0,16.0,3.065919363,101.5782344,3.0,2015-12-29 13:00:21,Tuesday,15,1.54
malay,female,fat,48.0,yes,young,big,white,formal,white,long sleeve,brown,short,blankets,4,10,no,59.0,1.0,19.0,3.14137106,101.7228234,1.0,2015-12-29 13:36:11,Tuesday,15,1.54
foreigner ,female,fat,20.0,yes,toddler ,small,brown,traditional,black,short_sleeve,blue ,long,blankets,4,10,yes,22.0,4.0,9.0,3.093942076,101.6889614,2.0,2015-12-29 14:20:47,Tuesday,15,1.54
malay,male,fat,24.0,no,no_kids,big,red,traditional,pink,long sleeve,blue ,short,clothes,4,9,no,17.0,5.0,19.0,3.134318934,101.7833511,3.0,2015-12-29 16:19:39,Tuesday,10,1.54
malay,female,thin,54.0,yes,toddler ,big,green,casual,blue,long sleeve,red,short,blankets,3,9,no,39.0,0.0,18.0,3.073089957,101.5983597,2.0,2015-12-29 17:06:16,Tuesday,10,1.54
indian,male,fat,20.0,no,no_kids,big,pink,casual,black,short_sleeve,pink,short,blankets,5,9,yes,44.0,5.0,11.0,3.110717347,101.6046235,1.0,2015-12-29 17:32:55,Tuesday,10,1.54
chinese,female,moderate,48.0,no,no_kids,big,brown,traditional,black ,long sleeve,black ,short,blankets,5,7,no,17.0,5.0,12.0,3.006638574,101.5064263,2.0,2015-12-29 17:46:08,Tuesday,10,1.54
chinese,male,thin,22.0,no,no_kids,small,yellow,formal,yellow,long sleeve,brown,short,clothes,5,10,no,28.0,3.0,14.0,3.008832932,101.5121866,2.0,2015-12-29 18:07:09,Tuesday,10,1.54
chinese,male,fat,29.0,no,no_kids,small,blue,casual,black,short_sleeve,purple,short,blankets,5,7,no,40.0,1.0,11.0,3.085476879,101.6530595,1.0,2015-12-29 18:12:01,Tuesday,10,1.54
indian,female,fat,34.0,no,no_kids,big,grey,traditional,brown,long sleeve,grey,long,clothes,5,10,no,46.0,0.0,11.0,3.121248922,101.7551411,2.0,2015-12-29 18:52:55,Tuesday,10,1.54
malay,female,thin,58.0,yes,young,big,orange,formal,pink,short_sleeve,orange,long,blankets,4,10,yes,60.0,1.0,15.0,3.133454307,101.7001742,3.0,2015-12-29 19:20:07,Tuesday,10,1.54
indian,female,fat,43.0,yes,young,small,brown,casual,purple,long sleeve,brown,short,clothes,3,10,no,15.0,0.0,12.0,3.139051085,101.7582856,1.0,2015-12-29 20:27:34,Tuesday,15,1.54
chinese,male,fat,33.0,no,no_kids,big,yellow,formal,brown,long sleeve,brown,long,blankets,3,8,no,34.0,2.0,7.0,3.13568648,101.6974644,1.0,2015-12-29 20:47:14,Tuesday,15,1.54
malay,male,moderate,23.0,no,no_kids,big,green,traditional,purple,short_sleeve,yellow,short,blankets,6,8,no,14.0,5.0,16.0,3.187375278,101.7210974,1.0,2015-12-29 21:03:31,Tuesday,25,1.54
malay,female,moderate,51.0,no,no_kids,big,red,traditional,orange,long sleeve,grey,short,clothes,6,8,no,17.0,5.0,7.0,3.123045269,101.6182861,1.0,2015-12-29 21:26:34,Tuesday,25,1.54
foreigner ,male,thin,37.0,yes,baby,small,red,formal,green,short_sleeve,blue_jeans,short,blankets,5,7,no,25.0,2.0,12.0,3.086361181,101.6456693,3.0,2015-12-29 22:05:50,Tuesday,40,1.54
malay,male,thin,32.0,no,no_kids,big,pink,casual,white,short_sleeve,blue  ,short,blankets,4,9,yes,45.0,4.0,16.0,3.066950311,101.5855231,1.0,2015-12-29 23:32:54,Tuesday,55,1.54
malay,female,fat,46.0,yes,toddler ,big,purple,casual,red,long sleeve,orange,short,blankets,3,9,yes,42.0,5.0,20.0,3.009253458,101.4290768,3.0,2015-12-30 00:12:37,Wednesday,50,3.74
foreigner ,female,fat,53.0,no,no_kids,small,blue,traditional,black,long sleeve,white,long,blankets,5,7,yes,37.0,5.0,14.0,3.158778937,101.644083,1.0,2015-12-30 00:27:20,Wednesday,50,3.74
foreigner ,male,moderate,23.0,no,no_kids,big,grey,casual,grey,short_sleeve,green,long,blankets,5,10,no,14.0,2.0,13.0,3.153188151,101.786263,2.0,2015-12-30 00:58:30,Wednesday,50,3.74
indian,female,thin,39.0,yes,baby,small,blue,formal,orange,short_sleeve,blue ,long,clothes,3,7,yes,34.0,1.0,9.0,3.119721858,101.6896177,1.0,2015-12-30 01:19:03,Wednesday,50,3.74
chinese,male,fat,26.0,yes,toddler ,big,yellow,casual,purple,long sleeve,purple,long,clothes,6,9,no,36.0,3.0,7.0,3.158029787,101.573782,2.0,2015-12-30 01:31:09,Wednesday,50,3.74
foreigner ,female,thin,55.0,no,no_kids,small,grey,casual,pink,long sleeve,blue,long,blankets,4,7,no,21.0,3.0,19.0,3.093330716,101.6283353,1.0,2015-12-30 02:06:32,Wednesday,50,3.74
chinese,male,thin,58.0,no,no_kids,big,blue,casual,yellow,long sleeve,blue_jeans,short,blankets,5,7,no,35.0,5.0,9.0,3.09676175,101.68263,3.0,2015-12-30 03:01:19,Wednesday,45,3.74
foreigner ,female,fat,53.0,yes,toddler,big,red,formal,purple,short_sleeve,blue,short,clothes,5,10,yes,54.0,1.0,17.0,3.050357675,101.6149996,2.0,2015-12-30 03:03:12,Wednesday,45,3.74
malay,female,moderate,28.0,no,no_kids,small,orange,formal,red,long sleeve,red,long,blankets,5,7,no,16.0,1.0,15.0,3.137307791,101.6102003,1.0,2015-12-30 03:51:28,Wednesday,45,3.74
chinese,female,fat,59.0,yes,toddler ,big,yellow,traditional,brown,short_sleeve,black ,long,clothes,6,9,yes,43.0,2.0,21.0,3.145655204,101.6269624,3.0,2015-12-30 03:51:56,Wednesday,45,3.74
foreigner ,female,fat,47.0,no,no_kids,small,purple,traditional,pink,short_sleeve,orange,short,clothes,6,9,yes,46.0,4.0,9.0,2.996837647,101.5121863,2.0,2015-12-30 03:55:17,Wednesday,45,3.74
foreigner ,male,moderate,45.0,no,no_kids,big,grey,traditional,brown,long sleeve,black,short,clothes,4,9,no,12.0,3.0,14.0,3.050989255,101.4505466,2.0,2015-12-30 04:46:25,Wednesday,50,3.74
chinese,male,fat,26.0,no,no_kids,big,orange,traditional,brown,long sleeve,black,short,blankets,5,8,yes,27.0,0.0,8.0,3.083986533,101.6778394,1.0,2015-12-30 05:09:37,Wednesday,45,3.74
chinese,male,thin,58.0,yes,toddler ,big,black,traditional,orange,long sleeve,red,short,blankets,4,10,no,59.0,5.0,11.0,3.178148492,101.5682632,3.0,2015-12-30 05:30:16,Wednesday,45,3.74
malay,male,thin,59.0,yes,toddler,big,black,casual,orange,long sleeve,blue  ,long,blankets,6,9,yes,34.0,0.0,8.0,3.065271091,101.4606479,2.0,2015-12-30 05:47:14,Wednesday,45,3.74
chinese,male,thin,60.0,no,no_kids,big,orange,casual,blue,long sleeve,green,short,clothes,6,7,yes,57.0,4.0,19.0,2.994003406,101.4685266,2.0,2015-12-30 07:03:15,Wednesday,30,3.74
malay,male,thin,27.0,no,no_kids,small,grey,traditional,white,short_sleeve,blue ,short,blankets,5,8,no,29.0,2.0,13.0,3.141554963,101.5579298,1.0,2015-12-30 07:27:49,Wednesday,30,3.74
indian,male,moderate,23.0,no,no_kids,big,brown,formal,yellow,short_sleeve,blue_jeans,short,clothes,3,9,no,20.0,1.0,16.0,3.071165539,101.6476334,3.0,2015-12-30 07:53:39,Wednesday,30,3.74
indian,male,moderate,37.0,yes,toddler ,big,black,formal,brown,short_sleeve,blue  ,long,blankets,5,8,no,19.0,3.0,9.0,3.130691831,101.5942141,2.0,2015-12-30 08:26:07,Wednesday,25,3.74
foreigner ,male,thin,27.0,no,no_kids,small,grey,formal,yellow,short_sleeve,blue  ,long,blankets,3,8,yes,41.0,1.0,12.0,3.084476464,101.5413724,1.0,2015-12-30 09:15:44,Wednesday,20,3.74
chinese,male,thin,36.0,no,no_kids,big,white,traditional,black ,short_sleeve,blue,short,clothes,6,10,no,55.0,0.0,19.0,3.180455056,101.7516669,3.0,2015-12-30 09:25:34,Wednesday,20,3.74
indian,female,moderate,54.0,yes,toddler ,big,green,traditional,yellow,short_sleeve,blue ,long,clothes,4,7,yes,36.0,5.0,19.0,3.039052593,101.4875447,3.0,2015-12-30 09:51:19,Wednesday,20,3.74
chinese,female,fat,32.0,no,no_kids,big,blue,casual,blue,long sleeve,black,short,blankets,5,7,no,52.0,2.0,18.0,3.009276696,101.5158994,1.0,2015-12-30 09:59:19,Wednesday,20,3.74
indian,female,thin,26.0,yes,toddler ,small,black,casual,purple,short_sleeve,black,long,clothes,3,10,no,43.0,5.0,9.0,3.079307797,101.6610532,2.0,2015-12-30 11:51:12,Wednesday,10,3.74
malay,female,moderate,34.0,yes,toddler,small,purple,formal,green,long sleeve,black ,short,blankets,4,10,no,22.0,2.0,15.0,3.062323533,101.4464992,3.0,2015-12-30 12:27:42,Wednesday,10,3.74
malay,male,fat,20.0,no,no_kids,big,purple,traditional,grey,long sleeve,blue  ,long,clothes,6,9,no,16.0,3.0,12.0,3.108055171,101.678468,3.0,2015-12-30 14:13:04,Wednesday,10,3.74
malay,male,fat,54.0,no,no_kids,big,pink,casual,purple,long sleeve,pink,long,clothes,6,9,no,24.0,3.0,7.0,3.123592948,101.6540322,1.0,2015-12-30 14:37:36,Wednesday,10,3.74
chinese,female,moderate,24.0,yes,toddler ,big,grey,formal,brown,long sleeve,blue_jeans,short,clothes,6,7,no,21.0,2.0,14.0,3.114221505,101.6072218,1.0,2015-12-30 15:58:29,Wednesday,10,3.74
indian,female,fat,43.0,no,no_kids,big,black,formal,black,long sleeve,brown,long,blankets,6,7,yes,11.0,3.0,12.0,3.005932683,101.4200153,3.0,2015-12-30 16:33:27,Wednesday,15,3.74
malay,male,moderate,32.0,no,no_kids,big,black,formal,green,short_sleeve,blue,long,clothes,4,7,yes,52.0,3.0,14.0,3.1379086,101.7234986,2.0,2015-12-30 16:48:36,Wednesday,15,3.74
foreigner ,female,thin,25.0,no,no_kids,big,brown,casual,pink,short_sleeve,black,long,clothes,4,10,yes,25.0,3.0,13.0,3.125618155,101.6077436,2.0,2015-12-30 17:11:45,Wednesday,15,3.74
foreigner ,male,moderate,33.0,no,no_kids,small,orange,formal,red,short_sleeve,white,short,clothes,3,10,no,47.0,0.0,14.0,3.075758252,101.4846834,1.0,2015-12-30 17:25:01,Wednesday,15,3.74
chinese,female,thin,39.0,no,no_kids,small,orange,casual,grey,short_sleeve,white,short,clothes,5,9,no,52.0,4.0,20.0,3.03799909,101.4091074,3.0,2015-12-30 17:48:55,Wednesday,15,3.74
malay,female,moderate,34.0,yes,young,big,blue,traditional,grey,long sleeve,grey,short,blankets,4,10,no,16.0,0.0,7.0,3.069559999,101.6036944,3.0,2015-12-30 19:21:37,Wednesday,30,3.74
chinese,female,moderate,46.0,yes,baby,small,pink,casual,blue,short_sleeve,blue  ,long,clothes,6,9,no,24.0,1.0,9.0,3.101964348,101.5780629,1.0,2015-12-30 19:34:25,Wednesday,30,3.74
chinese,female,thin,39.0,yes,toddler ,small,blue,formal,grey,short_sleeve,purple,long,blankets,4,10,no,18.0,5.0,10.0,3.083606929,101.4155063,2.0,2015-12-30 19:40:08,Wednesday,30,3.74
indian,male,moderate,19.0,yes,toddler ,big,grey,traditional,purple,short_sleeve,blue  ,long,blankets,5,7,yes,46.0,1.0,11.0,3.05053152,101.4501599,1.0,2015-12-30 20:15:59,Wednesday,35,3.74
malay,female,fat,57.0,no,no_kids,small,red,formal,green,short_sleeve,white,short,blankets,5,9,no,57.0,2.0,11.0,3.093245938,101.7585139,1.0,2015-12-30 20:20:59,Wednesday,35,3.74
foreigner ,male,fat,52.0,no,no_kids,small,grey,formal,black ,long sleeve,grey,short,blankets,4,10,yes,23.0,5.0,15.0,3.131382455,101.6307661,1.0,2015-12-30 20:42:11,Wednesday,35,3.74
chinese,female,thin,44.0,no,no_kids,small,black,traditional,blue,short_sleeve,pink,short,clothes,3,9,no,13.0,4.0,15.0,3.083211145,101.6456119,3.0,2015-12-30 20:52:34,Wednesday,35,3.74
indian,male,thin,42.0,yes,young,big,grey,casual,orange,long sleeve,blue ,short,clothes,3,10,yes,25.0,1.0,12.0,3.131150201,101.6701418,3.0,2015-12-30 20:55:39,Wednesday,35,3.74
foreigner ,male,fat,41.0,no,no_kids,big,pink,casual,white,short_sleeve,green,long,clothes,6,8,no,19.0,2.0,14.0,3.076917211,101.6279541,3.0,2015-12-30 22:18:53,Wednesday,45,3.74
foreigner ,male,moderate,56.0,no,no_kids,big,brown,formal,white,short_sleeve,blue_jeans,short,clothes,4,9,yes,39.0,0.0,11.0,3.122477689,101.750749,2.0,2015-12-30 23:06:59,Wednesday,45,3.74
indian,female,moderate,56.0,no,no_kids,small,brown,formal,blue,short_sleeve,white,long,clothes,3,10,no,55.0,0.0,12.0,3.084853338,101.6221284,1.0,2015-12-30 23:11:49,Wednesday,45,3.74
malay,female,fat,44.0,no,no_kids,big,black,casual,black ,short_sleeve,purple,short,blankets,6,9,no,51.0,4.0,13.0,3.096726009,101.6784284,2.0,2015-12-30 23:27:07,Wednesday,45,3.74
malay,female,fat,58.0,yes,young,small,pink,traditional,grey,short_sleeve,grey,long,clothes,4,10,no,36.0,0.0,15.0,3.137784625,101.5926977,3.0,2015-12-30 23:35:04,Wednesday,45,3.74
foreigner ,male,thin,27.0,yes,baby,big,pink,formal,blue,long sleeve,orange,long,clothes,4,9,no,53.0,0.0,11.0,3.162114695,101.5567872,2.0,2015-12-30 23:46:31,Wednesday,45,3.74
chinese,female,thin,44.0,no,no_kids,big,blue,formal,purple,long sleeve,brown,short,blankets,4,10,no,11.0,0.0,21.0,3.068494229,101.5943038,1.0,2015-12-31 02:01:09,Thursday,70,5.17
malay,male,fat,37.0,no,no_kids,big,grey,formal,white,long sleeve,orange,long,clothes,6,10,no,25.0,1.0,7.0,3.103275202,101.707898,2.0,2015-12-31 02:02:18,Thursday,70,5.17
chinese,male,thin,19.0,yes,young,small,white,casual,red,short_sleeve,brown,short,clothes,5,7,no,17.0,5.0,10.0,3.130256271,101.6321509,2.0,2015-12-31 05:16:18,Thursday,55,5.17
chinese,male,moderate,44.0,no,no_kids,small,pink,casual,blue,long sleeve,blue_jeans,long,blankets,3,9,yes,16.0,4.0,8.0,3.138208199,101.6807052,1.0,2015-12-31 05:29:18,Thursday,55,5.17
indian,female,fat,39.0,yes,toddler ,small,white,casual,green,short_sleeve,blue_jeans,long,blankets,6,8,no,34.0,1.0,13.0,3.155272359,101.5920565,1.0,2015-12-31 06:01:33,Thursday,40,5.17
malay,male,thin,28.0,no,no_kids,big,green,formal,blue,long sleeve,blue_jeans,short,blankets,3,9,no,58.0,4.0,10.0,3.137805625,101.6450617,1.0,2015-12-31 06:18:22,Thursday,40,5.17
chinese,female,fat,52.0,no,no_kids,small,brown,formal,brown,long sleeve,grey,long,clothes,6,7,no,43.0,4.0,20.0,3.087608707,101.7512107,2.0,2015-12-31 07:37:38,Thursday,35,5.17
malay,male,moderate,47.0,no,no_kids,big,pink,formal,orange,short_sleeve,grey,short,clothes,3,7,no,18.0,3.0,17.0,3.070220461,101.6524865,1.0,2015-12-31 07:48:38,Thursday,35,5.17
malay,male,fat,29.0,no,no_kids,big,pink,formal,black,short_sleeve,purple,long,blankets,4,9,yes,12.0,1.0,7.0,3.116375085,101.6484087,2.0,2015-12-31 09:31:19,Thursday,30,5.17
malay,female,thin,52.0,no,no_kids,big,pink,casual,orange,short_sleeve,red,short,blankets,3,9,yes,28.0,2.0,12.0,3.188509481,101.7577689,2.0,2015-12-31 09:58:20,Thursday,30,5.17
malay,male,moderate,52.0,no,no_kids,small,black,formal,orange,short_sleeve,blue ,short,clothes,4,9,no,11.0,4.0,12.0,3.002550245,101.4133158,1.0,2015-12-31 11:16:05,Thursday,25,5.17
indian,female,moderate,37.0,no,no_kids,small,purple,casual,black ,long sleeve,grey,long,clothes,3,7,yes,29.0,2.0,16.0,2.998278395,101.5417741,1.0,2015-12-31 13:03:51,Thursday,15,5.17
malay,female,moderate,36.0,no,no_kids,small,yellow,formal,white,short_sleeve,orange,short,clothes,6,8,no,44.0,0.0,16.0,3.066872789,101.6821073,1.0,2015-12-31 13:16:12,Thursday,15,5.17
malay,female,moderate,47.0,no,no_kids,small,grey,casual,white,long sleeve,orange,long,clothes,5,8,no,18.0,4.0,8.0,3.157533836,101.6490304,3.0,2015-12-31 13:31:16,Thursday,15,5.17
indian,female,thin,28.0,no,no_kids,big,yellow,casual,brown,short_sleeve,blue_jeans,long,clothes,6,9,yes,31.0,5.0,12.0,3.040413165,101.3844727,2.0,2015-12-31 13:48:40,Thursday,15,5.17
chinese,female,fat,45.0,yes,toddler,big,yellow,casual,white,long sleeve,purple,short,blankets,5,8,yes,38.0,0.0,10.0,3.111849831,101.6301913,3.0,2015-12-31 14:31:41,Thursday,15,5.17
indian,female,thin,49.0,no,no_kids,big,white,formal,purple,short_sleeve,orange,short,clothes,5,8,no,30.0,3.0,17.0,3.141365937,101.5801261,1.0,2015-12-31 14:35:16,Thursday,15,5.17
foreigner ,female,thin,22.0,no,no_kids,small,red,formal,grey,long sleeve,blue_jeans,long,blankets,5,9,no,52.0,3.0,14.0,3.078455665,101.4908399,1.0,2015-12-31 14:48:27,Thursday,15,5.17
indian,male,fat,57.0,no,no_kids,small,purple,formal,green,long sleeve,blue  ,short,blankets,5,9,yes,36.0,3.0,20.0,3.064304728,101.4541341,3.0,2015-12-31 15:04:17,Thursday,15,5.17
foreigner ,female,moderate,43.0,no,no_kids,small,black,formal,purple,long sleeve,black ,short,blankets,5,10,no,52.0,3.0,9.0,3.112452607,101.6711078,1.0,2015-12-31 15:52:45,Thursday,15,5.17
chinese,male,fat,24.0,no,no_kids,small,grey,formal,white,short_sleeve,black ,long,blankets,3,8,yes,57.0,5.0,8.0,3.094811059,101.6428558,3.0,2015-12-31 17:44:29,Thursday,20,5.17
malay,male,thin,38.0,yes,baby,big,blue,casual,purple,long sleeve,red,long,blankets,4,7,yes,31.0,2.0,14.0,3.084471362,101.6692801,3.0,2015-12-31 17:57:22,Thursday,20,5.17
chinese,male,moderate,22.0,no,no_kids,small,blue,formal,black,short_sleeve,white,short,clothes,4,9,yes,21.0,2.0,17.0,3.15658783,101.6483152,1.0,2015-12-31 18:11:31,Thursday,30,5.17
indian,male,moderate,36.0,no,no_kids,big,white,formal,black ,short_sleeve,black,short,clothes,5,8,no,25.0,2.0,7.0,3.16837828,101.7137751,1.0,2015-12-31 18:14:04,Thursday,30,5.17
malay,male,thin,27.0,no,no_kids,small,pink,formal,yellow,short_sleeve,orange,long,clothes,3,9,yes,32.0,3.0,21.0,3.110244042,101.568727,3.0,2015-12-31 18:47:06,Thursday,30,5.17
foreigner ,male,moderate,32.0,no,no_kids,big,white,traditional,black,long sleeve,grey,long,blankets,6,8,no,33.0,1.0,13.0,3.102382232,101.7235623,3.0,2015-12-31 19:26:06,Thursday,40,5.17
indian,male,moderate,22.0,yes,young,small,green,traditional,yellow,long sleeve,blue,short,clothes,6,10,no,35.0,4.0,9.0,3.018947698,101.5449146,1.0,2015-12-31 19:47:12,Thursday,40,5.17
indian,male,moderate,35.0,yes,toddler ,big,orange,traditional,purple,short_sleeve,yellow,short,blankets,3,8,yes,30.0,1.0,21.0,3.159523011,101.6417235,3.0,2016-01-01 00:05:59,Friday,60,0.96
foreigner ,female,thin,31.0,yes,young,small,grey,traditional,black,short_sleeve,black,short,clothes,6,9,yes,56.0,5.0,11.0,3.07458355,101.7027427,2.0,2016-01-01 01:03:37,Friday,55,0.96
foreigner ,female,fat,35.0,yes,toddler,big,grey,casual,pink,long sleeve,red,long,clothes,5,10,no,29.0,5.0,9.0,3.056371053,101.4013034,1.0,2016-01-01 02:11:15,Friday,45,0.96
chinese,female,fat,24.0,yes,toddler,small,orange,formal,orange,long sleeve,brown,long,clothes,5,10,no,15.0,2.0,12.0,2.995568983,101.4715745,1.0,2016-01-01 03:22:29,Friday,45,0.96
indian,female,fat,27.0,no,no_kids,big,black,casual,white,short_sleeve,green,short,blankets,6,10,no,19.0,5.0,18.0,3.112532902,101.6498088,1.0,2016-01-01 06:32:02,Friday,55,0.96
indian,female,fat,21.0,no,no_kids,small,brown,casual,white,long sleeve,brown,short,clothes,3,10,no,34.0,3.0,15.0,3.030260119,101.4012018,2.0,2016-01-01 06:32:22,Friday,55,0.96
malay,male,fat,34.0,no,no_kids,big,red,formal,grey,short_sleeve,purple,long,clothes,4,8,yes,15.0,3.0,8.0,3.109433273,101.6520132,2.0,2016-01-01 06:57:25,Friday,55,0.96
indian,female,fat,48.0,yes,young,small,white,traditional,white,long sleeve,grey,short,blankets,4,8,no,46.0,0.0,19.0,3.149695787,101.7657922,3.0,2016-01-01 07:27:54,Friday,50,0.96
indian,male,thin,49.0,no,no_kids,big,white,traditional,orange,long sleeve,blue,long,clothes,3,8,yes,36.0,2.0,20.0,3.040804838,101.4594607,2.0,2016-01-01 07:43:04,Friday,50,0.96
malay,male,fat,36.0,no,no_kids,small,brown,traditional,white,short_sleeve,orange,short,clothes,6,8,no,36.0,2.0,12.0,3.108132132,101.7344642,2.0,2016-01-01 10:16:21,Friday,30,0.96
foreigner ,male,fat,24.0,yes,toddler ,small,white,casual,black ,short_sleeve,red,long,blankets,6,7,no,29.0,0.0,18.0,3.093084132,101.7361347,2.0,2016-01-01 10:49:05,Friday,30,0.96
foreigner ,female,thin,33.0,yes,toddler,small,yellow,traditional,white,short_sleeve,yellow,short,blankets,5,10,yes,50.0,3.0,8.0,3.137716748,101.6311512,2.0,2016-01-01 11:19:13,Friday,25,0.96
foreigner ,male,moderate,21.0,no,no_kids,big,black,traditional,green,long sleeve,black,short,blankets,3,9,yes,36.0,2.0,7.0,3.064207418,101.4401514,1.0,2016-01-01 13:22:04,Friday,25,0.96
malay,male,fat,58.0,no,no_kids,small,yellow,traditional,purple,long sleeve,blue_jeans,long,clothes,6,9,no,46.0,1.0,13.0,3.095629165,101.5094978,2.0,2016-01-01 13:42:58,Friday,25,0.96
chinese,female,fat,37.0,no,no_kids,big,red,traditional,grey,long sleeve,purple,long,blankets,5,9,yes,40.0,0.0,18.0,3.120436647,101.6561758,3.0,2016-01-01 13:48:10,Friday,25,0.96
chinese,male,fat,47.0,yes,young,small,red,traditional,white,short_sleeve,green,short,blankets,5,8,yes,58.0,0.0,11.0,3.144043423,101.7098017,2.0,2016-01-01 13:48:19,Friday,25,0.96
foreigner ,male,fat,24.0,yes,toddler ,big,brown,traditional,yellow,short_sleeve,black,short,blankets,4,8,no,20.0,2.0,17.0,3.11537411,101.6591985,1.0,2016-01-01 14:24:55,Friday,25,0.96
malay,female,thin,52.0,yes,baby,small,yellow,formal,black ,short_sleeve,blue  ,long,blankets,6,7,no,45.0,3.0,12.0,3.011517049,101.4603267,3.0,2016-01-01 15:37:51,Friday,20,0.96
malay,male,fat,36.0,yes,toddler ,small,pink,casual,purple,short_sleeve,black ,short,blankets,3,9,yes,23.0,4.0,21.0,3.190581594,101.7555534,1.0,2016-01-01 18:16:02,Friday,20,0.96
indian,male,moderate,56.0,yes,toddler,small,blue,traditional,purple,short_sleeve,purple,short,blankets,6,10,no,44.0,2.0,14.0,3.00543162,101.4904629,2.0,2016-01-01 21:04:44,Friday,50,0.96
chinese,male,moderate,48.0,yes,toddler ,big,black,traditional,grey,long sleeve,pink,short,blankets,3,8,no,42.0,4.0,19.0,3.088089601,101.3929466,2.0,2016-01-01 21:43:36,Friday,50,0.96
indian,female,moderate,43.0,no,no_kids,big,red,casual,white,short_sleeve,green,long,clothes,4,8,no,38.0,4.0,17.0,3.129063697,101.6803869,2.0,2016-01-01 22:13:37,Friday,65,0.96
foreigner ,female,moderate,33.0,no,no_kids,big,green,casual,orange,short_sleeve,blue  ,long,blankets,6,8,yes,53.0,4.0,21.0,3.091789565,101.4271678,3.0,2016-01-01 22:38:54,Friday,65,0.96
indian,female,thin,39.0,no,no_kids,big,yellow,casual,green,long sleeve,orange,short,clothes,4,8,no,42.0,4.0,17.0,3.110702713,101.6664041,3.0,2016-01-01 23:13:44,Friday,65,0.96
malay,female,fat,51.0,yes,baby,big,blue,formal,pink,long sleeve,blue,short,clothes,6,8,no,23.0,0.0,9.0,3.050914986,101.4463964,1.0,2016-01-01 23:15:19,Friday,65,0.96
malay,female,thin,20.0,no,no_kids,big,orange,casual,blue,long sleeve,black ,long,clothes,6,7,yes,46.0,1.0,13.0,3.146942759,101.6062784,1.0,2016-01-01 23:45:16,Friday,65,0.96
chinese,male,moderate,59.0,no,no_kids,big,red,traditional,green,short_sleeve,black,long,clothes,3,8,no,52.0,5.0,20.0,3.174936326,101.7261142,3.0,2016-01-02 01:00:24,Monday,50,3.51
foreigner ,female,thin,45.0,no,no_kids,small,orange,formal,orange,long sleeve,blue  ,long,blankets,4,9,yes,13.0,4.0,19.0,3.091834471,101.4062384,3.0,2016-01-02 01:14:31,Monday,50,3.51
foreigner ,male,thin,58.0,no,no_kids,small,grey,formal,yellow,short_sleeve,grey,short,blankets,5,10,no,19.0,2.0,14.0,3.059051093,101.4490542,1.0,2016-01-02 01:29:08,Monday,50,3.51
indian,male,thin,48.0,no,no_kids,small,red,traditional,orange,long sleeve,blue,short,blankets,5,7,yes,12.0,4.0,7.0,3.075239403,101.4239726,3.0,2016-01-02 03:00:08,Monday,50,3.51
chinese,female,moderate,19.0,yes,young,small,orange,casual,black,short_sleeve,black ,short,clothes,5,9,yes,23.0,1.0,19.0,3.170340773,101.7373905,1.0,2016-01-02 03:02:43,Monday,50,3.51
malay,male,fat,52.0,no,no_kids,big,pink,formal,green,short_sleeve,purple,short,blankets,5,8,yes,15.0,2.0,16.0,3.166661857,101.6429833,1.0,2016-01-02 03:38:09,Monday,50,3.51
chinese,male,thin,21.0,no,no_kids,big,grey,traditional,green,short_sleeve,red,short,blankets,4,7,yes,40.0,4.0,8.0,3.167402782,101.5633497,2.0,2016-01-02 04:34:58,Monday,45,3.51
foreigner ,female,fat,48.0,yes,toddler,small,black,traditional,orange,long sleeve,blue  ,short,clothes,6,10,yes,51.0,0.0,11.0,3.079272503,101.6818898,1.0,2016-01-02 05:01:21,Monday,55,3.51
chinese,female,thin,18.0,no,no_kids,big,green,casual,yellow,long sleeve,blue,short,blankets,6,10,yes,44.0,1.0,16.0,3.181563765,101.7116366,3.0,2016-01-02 05:21:44,Monday,55,3.51
malay,male,thin,32.0,yes,toddler ,big,black,formal,green,short_sleeve,black,short,clothes,4,9,yes,25.0,3.0,7.0,3.131243971,101.6929499,2.0,2016-01-02 05:52:18,Monday,55,3.51
